round,accuracy,elapsed_time,round_time,round_time
82,0.7291489361702128,4031.2808949947357,168.25690413345262,168.25690413345262
83,0.7080851063829787,4082.271460056305,118.37954121334093,118.37954121334093
84,0.7220212765957447,4132.450505971909,350.0,350.0
85,0.718404255319149,4172.3796899318695,141.0987948830406,141.0987948830406
86,0.7226063829787234,4222.642590045929,82.48358429848568,82.48358429848568
87,0.718563829787234,4264.060109138489,97.84983134299804,97.84983134299804
88,0.7276595744680852,4314.341962337494,73.80300433610749,73.80300433610749
89,0.7180319148936171,4364.451953887939,113.97368029645322,113.97368029645322
90,0.7224468085106382,4384.16862154007,144.61348246213947,144.61348246213947
91,0.7276063829787234,4436.284351348877,65.41501174911565,65.41501174911565
92,0.7256914893617021,4487.917507886887,79.458505226931,79.458505226931
