Elapsed time (s),Accuracy (%),Alpha
1126.0,26.397467252811346,$\gamma=10$
1146.0,26.760908835133346,$\gamma=10$
1166.0,26.9679090476593,$\gamma=10$
1186.0,27.135798911908353,$\gamma=10$
1206.0,27.303688776157404,$\gamma=10$
1226.0,27.713979618136214,$\gamma=10$
1246.0,28.18487071357761,$\gamma=10$
1266.0,28.655761809019005,$\gamma=10$
1286.0,29.28215089314257,$\gamma=10$
1306.0,29.947414480229444,$\gamma=10$
1326.0,30.612678067316313,$\gamma=10$
1346.0,31.277941654403186,$\gamma=10$
1366.0,31.852624665049483,$\gamma=10$
1386.0,32.40466252821125,$\gamma=10$
1406.0,32.95670039137301,$\gamma=10$
1426.0,33.415935136148,$\gamma=10$
1446.0,33.85196909786911,$\gamma=10$
1466.0,34.288003059590224,$\gamma=10$
1486.0,34.72403702131134,$\gamma=10$
1506.0,35.16007098303245,$\gamma=10$
1526.0,35.21256601227657,$\gamma=10$
1546.0,35.169176294113505,$\gamma=10$
1566.0,35.125786575950436,$\gamma=10$
1586.0,35.082396857787366,$\gamma=10$
1606.0,35.0390071396243,$\gamma=10$
1626.0,35.05558353346841,$\gamma=10$
1646.0,35.21208087121484,$\gamma=10$
1666.0,35.36857820896128,$\gamma=10$
1686.0,35.52507554670772,$\gamma=10$
1706.0,35.80326304603075,$\gamma=10$
1726.0,36.365394287936056,$\gamma=10$
1746.0,36.92752552984137,$\gamma=10$
1766.0,37.48965677174668,$\gamma=10$
1786.0,38.087314705317,$\gamma=10$
1806.0,38.767868262183704,$\gamma=10$
1826.0,39.4484218190504,$\gamma=10$
1846.0,40.1289753759171,$\gamma=10$
1866.0,40.6642126928461,$\gamma=10$
1886.0,40.860378744758144,$\gamma=10$
1906.0,41.056544796670195,$\gamma=10$
1926.0,41.252710848582254,$\gamma=10$
1946.0,41.448876900494305,$\gamma=10$
1966.0,41.815112131527414,$\gamma=10$
1986.0,42.32049488615466,$\gamma=10$
2006.0,42.82587764078191,$\gamma=10$
2026.0,43.27064875699336,$\gamma=10$
2046.0,42.56379816526725,$\gamma=10$
2066.0,41.85694757354115,$\gamma=10$
2086.0,41.15009698181504,$\gamma=10$
2106.0,41.1918511734997,$\gamma=10$
2126.0,41.846100246977066,$\gamma=10$
2146.0,42.500349320454426,$\gamma=10$
2166.0,43.154598393931785,$\gamma=10$
2186.0,43.80884746740915,$\gamma=10$
2206.0,44.46309654088652,$\gamma=10$
2226.0,44.71231794666615,$\gamma=10$
2246.0,44.860282420432895,$\gamma=10$
2266.0,45.008246894199644,$\gamma=10$
2286.0,45.323068056587026,$\gamma=10$
2306.0,45.77440834099682,$\gamma=10$
2326.0,46.22574862540661,$\gamma=10$
2346.0,46.218160889374815,$\gamma=10$
2366.0,46.09584113113622,$\gamma=10$
2386.0,45.97352137289762,$\gamma=10$
2406.0,46.46168112189664,$\gamma=10$
2426.0,47.10246077044719,$\gamma=10$
2446.0,47.743240418997736,$\gamma=10$
2466.0,47.44639517743793,$\gamma=10$
2486.0,46.91514367842128,$\gamma=10$
2506.0,46.38389217940464,$\gamma=10$
2526.0,47.14331396022612,$\gamma=10$
2546.0,48.22540410908847,$\gamma=10$
2566.0,49.307494257950815,$\gamma=10$
2586.0,49.6242927767344,$\gamma=10$
2606.0,49.749768359488954,$\gamma=10$
2626.0,49.875243942243515,$\gamma=10$
2646.0,50.000719524998075,$\gamma=10$
2666.0,50.086003597823684,$\gamma=10$
2686.0,49.407648598703105,$\gamma=10$
2706.0,48.729293599582526,$\gamma=10$
2726.0,48.06593057675389,$\gamma=10$
2746.0,47.68741524644693,$\gamma=10$
2766.0,47.30889991613998,$\gamma=10$
2786.0,47.70106441312346,$\gamma=10$
2806.0,49.891482044611756,$\gamma=10$
2826.0,52.08189967610005,$\gamma=10$
2846.0,52.068163328209,$\gamma=10$
2866.0,50.25102809619393,$\gamma=10$
2886.0,48.43389286417885,$\gamma=10$
2906.0,49.14740290793975,$\gamma=10$
2926.0,50.493574364918516,$\gamma=10$
2946.0,51.674407090269355,$\gamma=10$
2966.0,49.713802337896006,$\gamma=10$
2986.0,47.753197585522656,$\gamma=10$
3006.0,46.95312597657036,$\gamma=10$
3026.0,48.860965343036874,$\gamma=10$
3046.0,50.76880470950338,$\gamma=10$
3066.0,52.264834241084756,$\gamma=10$
3086.0,53.42392842075744,$\gamma=10$
3106.0,54.58302260043012,$\gamma=10$
3126.0,52.45723176263569,$\gamma=10$
3146.0,49.51021954810296,$\gamma=10$
3166.0,46.87079450053253,$\gamma=10$
3186.0,50.07552855862678,$\gamma=10$
3206.0,53.28026261672104,$\gamma=10$
3226.0,55.30196193059743,$\gamma=10$
3246.0,54.5632465279016,$\gamma=10$
3266.0,53.824531125205766,$\gamma=10$
3286.0,53.856670008660664,$\gamma=10$
3306.0,54.519507914267315,$\gamma=10$
3326.0,55.182345819873966,$\gamma=10$
3346.0,55.31072707225636,$\gamma=10$
3366.0,55.30549414142262,$\gamma=10$
3386.0,55.311882672273924,$\gamma=10$
3406.0,55.539079085971984,$\gamma=10$
3426.0,55.76627549967006,$\gamma=10$
3446.0,55.95527152131774,$\gamma=10$
3466.0,56.05513328472822,$\gamma=10$
3486.0,56.1549950481387,$\gamma=10$
3506.0,56.327768978005246,$\gamma=10$
3526.0,56.56019832253705,$\gamma=10$
3546.0,56.79262766706885,$\gamma=10$
3566.0,56.535952424250524,$\gamma=10$
3586.0,56.15700101637409,$\gamma=10$
3606.0,55.6633249226325,$\gamma=10$
3626.0,52.989878703352346,$\gamma=10$
3646.0,52.821269202531894,$\gamma=10$
3666.0,54.70207175969076,$\gamma=10$
3686.0,56.582874316849626,$\gamma=10$
3706.0,56.40608853150414,$\gamma=10$
3726.0,55.71490558388141,$\gamma=10$
3746.0,55.10973889582247,$\gamma=10$
3766.0,56.13888195979069,$\gamma=10$
3786.0,57.16802502375891,$\gamma=10$
3806.0,57.49019918827415,$\gamma=10$
3826.0,56.16277906678293,$\gamma=10$
3846.0,54.83535894529172,$\gamma=10$
3866.0,54.94603537008545,$\gamma=10$
3886.0,56.23333635518467,$\gamma=10$
3906.0,57.5206373402839,$\gamma=10$
3926.0,56.93385141864636,$\gamma=10$
3946.0,55.87854370050947,$\gamma=10$
3966.0,54.93000952434566,$\gamma=10$
3986.0,56.01017366394281,$\gamma=10$
4006.0,57.090337803539946,$\gamma=10$
4026.0,57.73041249499502,$\gamma=10$
4046.0,57.34361169086798,$\gamma=10$
4066.0,56.956810886740946,$\gamma=10$
4086.0,57.01958591060014,$\gamma=10$
4106.0,57.45019573824551,$\gamma=10$
4126.0,57.88080556589089,$\gamma=10$
4146.0,58.26111888155844,$\gamma=10$
4166.0,58.524073655953714,$\gamma=10$
4186.0,58.787028430348975,$\gamma=10$
4206.0,57.65409896535494,$\gamma=10$
4226.0,55.3790822853879,$\gamma=10$
4246.0,53.10406560542087,$\gamma=10$
4266.0,53.903221267628886,$\gamma=10$
4286.0,55.4709201299025,$\gamma=10$
4306.0,57.02087064356145,$\gamma=10$
4326.0,58.233602364279925,$\gamma=10$
4346.0,59.44633408499841,$\gamma=10$
4366.0,59.4807406988751,$\gamma=10$
4386.0,56.76572175130471,$\gamma=10$
4406.0,54.05070280373431,$\gamma=10$
4426.0,54.589629126919036,$\gamma=10$
4446.0,57.79087456445746,$\gamma=10$
4466.0,60.9921200019959,$\gamma=10$
4486.0,58.52017086072695,$\gamma=10$
4506.0,54.629922863413185,$\gamma=10$
4526.0,51.0939223107465,$\gamma=10$
4546.0,54.28862658474276,$\gamma=10$
4566.0,57.48333085873901,$\gamma=10$
4586.0,59.87321043446829,$\gamma=10$
4606.0,60.38516550103553,$\gamma=10$
4626.0,60.897120567602784,$\gamma=10$
4646.0,60.523096874667594,$\gamma=10$
4666.0,59.424181399582885,$\gamma=10$
4686.0,58.32526592449818,$\gamma=10$
4706.0,58.538420601356314,$\gamma=10$
4726.0,59.07959286507858,$\gamma=10$
4746.0,59.50572792082658,$\gamma=10$
4766.0,57.74615492798261,$\gamma=10$
4786.0,55.986581935138645,$\gamma=10$
4806.0,55.402063467625304,$\gamma=10$
4826.0,57.55933920383326,$\gamma=10$
4846.0,59.716614940041225,$\gamma=10$
4866.0,58.79455085674413,$\gamma=10$
4886.0,55.35302667842329,$\gamma=10$
4906.0,51.91150250010246,$\gamma=10$
4926.0,54.00711670296663,$\gamma=10$
4946.0,57.48701570740153,$\gamma=10$
4966.0,60.787883151056164,$\gamma=10$
4986.0,60.687149232506734,$\gamma=10$
5006.0,60.586415313957296,$\gamma=10$
5026.0,60.41843823953836,$\gamma=10$
5046.0,60.09356045027721,$\gamma=10$
5066.0,59.76868266101605,$\gamma=10$
5086.0,59.927567502484834,$\gamma=10$
5106.0,60.48225817086092,$\gamma=10$
5126.0,61.03694883923701,$\gamma=10$
5146.0,61.33383045622098,$\gamma=10$
5166.0,61.566259800752796,$\gamma=10$
5186.0,61.75536485941559,$\gamma=10$
5206.0,61.121308073394495,$\gamma=10$
5226.0,60.4872512873734,$\gamma=10$
5246.0,60.14008991151152,$\gamma=10$
5266.0,60.462351235355804,$\gamma=10$
5286.0,60.78461255920009,$\gamma=10$
5306.0,61.31505730568869,$\gamma=10$
5326.0,62.01583395983993,$\gamma=10$
5346.0,62.71661061399117,$\gamma=10$
5366.0,62.432898576628794,$\gamma=10$
5386.0,61.903064329712954,$\gamma=10$
5406.0,61.437943963249666,$\gamma=10$
5426.0,62.2023879425447,$\gamma=10$
5446.0,62.96683192183974,$\gamma=10$
5466.0,62.921087449189486,$\gamma=10$
5486.0,60.984903040706904,$\gamma=10$
5506.0,59.04871863222433,$\gamma=10$
5526.0,58.906077581500035,$\gamma=10$
5546.0,60.23088123757437,$\gamma=10$
5566.0,61.555684893648724,$\gamma=10$
5586.0,61.2767697280051,$\gamma=10$
5606.0,60.59692479718881,$\gamma=10$
5626.0,59.992935523412406,$\gamma=10$
5646.0,60.83020445681028,$\gamma=10$
5666.0,61.66747339020815,$\gamma=10$
5686.0,61.89199887748964,$\gamma=10$
5706.0,61.208349128429816,$\gamma=10$
5726.0,61.74167199590149,$\gamma=10$
5746.0,62.27499486337316,$\gamma=10$
5766.0,61.84846743427506,$\gamma=10$
5786.0,60.63660786869553,$\gamma=10$
5806.0,59.424748303116004,$\gamma=10$
5826.0,60.4693284457966,$\gamma=10$
5846.0,62.07801859960116,$\gamma=10$
5866.0,63.549976696694834,$\gamma=10$
5886.0,62.42402441230248,$\gamma=10$
5906.0,61.29807212791013,$\gamma=10$
5926.0,60.71529802089173,$\gamma=10$
5946.0,61.399939804972284,$\gamma=10$
5966.0,62.08458158905283,$\gamma=10$
5986.0,62.002206569427706,$\gamma=10$
6006.0,61.29227228631743,$\gamma=10$
6026.0,60.58233800320715,$\gamma=10$
6046.0,62.20943056079486,$\gamma=10$
6066.0,64.23889204811972,$\gamma=10$
6086.0,62.812482318357,$\gamma=10$
6106.0,61.386072588594274,$\gamma=10$
6126.0,60.6865168938724,$\gamma=10$
6146.0,61.682954140129766,$\gamma=10$
6166.0,62.67939138638713,$\gamma=10$
6186.0,62.90233607731278,$\gamma=10$
6206.0,62.492423162003405,$\gamma=10$
6226.0,62.082510246694035,$\gamma=10$
6246.0,62.10867488786659,$\gamma=10$
6266.0,62.243858934404784,$\gamma=10$
6286.0,62.38815699779917,$\gamma=10$
6306.0,62.70562146837919,$\gamma=10$
6326.0,63.02308593895922,$\gamma=10$
6346.0,63.213651846906124,$\gamma=10$
6366.0,63.10812107509244,$\gamma=10$
6386.0,63.00259030327875,$\gamma=10$
6406.0,63.182232445663324,$\gamma=10$
6426.0,63.59519790395905,$\gamma=10$
6446.0,64.00816336225475,$\gamma=10$
6466.0,63.89295168413957,$\gamma=10$
6486.0,63.64569570224551,$\gamma=10$
6506.0,63.356198359930275,$\gamma=10$
6526.0,62.264114766767385,$\gamma=10$
6546.0,62.076078079619066,$\gamma=10$
6566.0,62.62771620500881,$\gamma=10$
6586.0,63.17935433039855,$\gamma=10$
6606.0,62.6616139999462,$\gamma=10$
6626.0,61.93949861172412,$\gamma=10$
6646.0,61.36431229758256,$\gamma=10$
6666.0,60.789125983441004,$\gamma=10$
6686.0,61.13853309590526,$\gamma=10$
6706.0,62.24442581210161,$\gamma=10$
6726.0,63.35031852829797,$\gamma=10$
6746.0,63.32310732173166,$\gamma=10$
6766.0,63.01262009226329,$\gamma=10$
6786.0,62.72389312313577,$\gamma=10$
6806.0,62.84861130800648,$\gamma=10$
6826.0,62.973329492877205,$\gamma=10$
6846.0,63.16764565230548,$\gamma=10$
6866.0,63.52435710413853,$\gamma=10$
6886.0,63.88106855597159,$\gamma=10$
6906.0,63.88329256694254,$\gamma=10$
6926.0,63.595481371087025,$\gamma=10$
6946.0,63.524705964312275,$\gamma=10$
6966.0,63.96034745622086,$\gamma=10$
6986.0,64.39598894812943,$\gamma=10$
0.0,0.0,$\gamma=0.01$
66.0,6.590816396162899,$\gamma=0.01$
86.0,7.381097971449513,$\gamma=0.01$
106.0,8.171379546736127,$\gamma=0.01$
126.0,8.940774838373658,$\gamma=0.01$
146.0,9.313330441897746,$\gamma=0.01$
166.0,9.685886045421832,$\gamma=0.01$
186.0,10.08524404738938,$\gamma=0.01$
206.0,10.993848003194374,$\gamma=0.01$
226.0,11.902451958999368,$\gamma=0.01$
246.0,12.797808251117065,$\gamma=0.01$
266.0,13.44145874366668,$\gamma=0.01$
286.0,14.085109236216296,$\gamma=0.01$
306.0,14.908641704732004,$\gamma=0.01$
326.0,16.15189885531395,$\gamma=0.01$
346.0,17.395156005895895,$\gamma=0.01$
366.0,17.952643066277265,$\gamma=0.01$
386.0,17.94904542632907,$\gamma=0.01$
406.0,17.94544778638088,$\gamma=0.01$
426.0,17.941850146432685,$\gamma=0.01$
446.0,17.938252506484492,$\gamma=0.01$
466.0,17.9346548665363,$\gamma=0.01$
486.0,17.98853729370186,$\gamma=0.01$
506.0,18.089448873483303,$\gamma=0.01$
526.0,18.19036045326474,$\gamma=0.01$
546.0,18.291272033046184,$\gamma=0.01$
566.0,18.392183612827623,$\gamma=0.01$
586.0,18.49309519260906,$\gamma=0.01$
606.0,18.594006772390504,$\gamma=0.01$
626.0,19.310839750268368,$\gamma=0.01$
646.0,20.181653112087627,$\gamma=0.01$
666.0,21.05246647390689,$\gamma=0.01$
686.0,21.629632125739406,$\gamma=0.01$
706.0,21.96654052559381,$\gamma=0.01$
726.0,22.303448925448212,$\gamma=0.01$
746.0,22.640357325302617,$\gamma=0.01$
766.0,23.239831550202478,$\gamma=0.01$
786.0,24.451959471209374,$\gamma=0.01$
806.0,25.664087392216274,$\gamma=0.01$
826.0,26.840693663473587,$\gamma=0.01$
846.0,27.34238808134723,$\gamma=0.01$
866.0,27.844082499220868,$\gamma=0.01$
886.0,28.345776917094508,$\gamma=0.01$
906.0,28.847471334968144,$\gamma=0.01$
926.0,29.34924426910654,$\gamma=0.01$
946.0,29.851036832315508,$\gamma=0.01$
966.0,30.352829395524484,$\gamma=0.01$
986.0,30.854621958733453,$\gamma=0.01$
1006.0,31.356414521942423,$\gamma=0.01$
1026.0,31.856128245754334,$\gamma=0.01$
1046.0,32.31634399128409,$\gamma=0.01$
1066.0,32.77655973681385,$\gamma=0.01$
1086.0,33.2367754823436,$\gamma=0.01$
1106.0,33.696991227873355,$\gamma=0.01$
1126.0,34.03655201080875,$\gamma=0.01$
1146.0,34.34594904635343,$\gamma=0.01$
1166.0,34.65534608189812,$\gamma=0.01$
1186.0,34.4357187525195,$\gamma=0.01$
1206.0,34.083835302348525,$\gamma=0.01$
1226.0,33.73195185217755,$\gamma=0.01$
1246.0,33.84056626047979,$\gamma=0.01$
1266.0,35.02367585487159,$\gamma=0.01$
1286.0,36.206785449263386,$\gamma=0.01$
1306.0,37.38989504365518,$\gamma=0.01$
1326.0,38.25970160742141,$\gamma=0.01$
1346.0,39.05118239602409,$\gamma=0.01$
1366.0,39.84266318462677,$\gamma=0.01$
1386.0,40.503703843228884,$\gamma=0.01$
1406.0,40.86038414666412,$\gamma=0.01$
1426.0,41.21706445009934,$\gamma=0.01$
1446.0,41.57374475353458,$\gamma=0.01$
1466.0,40.45025325873881,$\gamma=0.01$
1486.0,38.956718731674286,$\gamma=0.01$
1506.0,37.46318420460975,$\gamma=0.01$
1526.0,37.12965013731166,$\gamma=0.01$
1546.0,39.502784270411254,$\gamma=0.01$
1566.0,41.875918403510845,$\gamma=0.01$
1586.0,41.92347826464841,$\gamma=0.01$
1606.0,40.068295264696374,$\gamma=0.01$
1626.0,38.21311226474434,$\gamma=0.01$
1646.0,38.263199283691826,$\gamma=0.01$
1666.0,39.872143816078584,$\gamma=0.01$
1686.0,41.48108834846534,$\gamma=0.01$
1706.0,42.60989930828744,$\gamma=0.01$
1726.0,43.345873651975126,$\gamma=0.01$
1746.0,44.081847995662805,$\gamma=0.01$
1766.0,44.7753965746437,$\gamma=0.01$
1786.0,44.66285501728994,$\gamma=0.01$
1806.0,44.55031345993618,$\gamma=0.01$
1826.0,44.43777190258242,$\gamma=0.01$
1846.0,45.42781073943226,$\gamma=0.01$
1866.0,46.69349473644451,$\gamma=0.01$
1886.0,47.95917873345675,$\gamma=0.01$
1906.0,48.82621000849463,$\gamma=0.01$
1926.0,48.76305144051523,$\gamma=0.01$
1946.0,48.69989287253582,$\gamma=0.01$
1966.0,48.40900372298334,$\gamma=0.01$
1986.0,47.586743125935016,$\gamma=0.01$
2006.0,46.76448252888668,$\gamma=0.01$
2026.0,46.46663785243815,$\gamma=0.01$
2046.0,47.39243053244005,$\gamma=0.01$
2066.0,48.31822321244197,$\gamma=0.01$
2086.0,49.31908664114818,$\gamma=0.01$
2106.0,50.38137160039674,$\gamma=0.01$
2126.0,51.44365655964529,$\gamma=0.01$
2146.0,49.806447053473754,$\gamma=0.01$
2166.0,47.49436378010109,$\gamma=0.01$
2186.0,45.411373693993276,$\gamma=0.01$
2206.0,47.68115744312658,$\gamma=0.01$
2226.0,49.950941192259876,$\gamma=0.01$
2246.0,51.573847551943274,$\gamma=0.01$
2266.0,51.6873730791974,$\gamma=0.01$
2286.0,51.80089860645152,$\gamma=0.01$
2306.0,51.69158852226644,$\gamma=0.01$
2326.0,51.0623285895096,$\gamma=0.01$
2346.0,50.43306865675275,$\gamma=0.01$
2366.0,50.82244043531505,$\gamma=0.01$
2386.0,52.045238279928995,$\gamma=0.01$
2406.0,53.26803612454293,$\gamma=0.01$
2426.0,53.215450703563114,$\gamma=0.01$
2446.0,52.11936973268001,$\gamma=0.01$
2466.0,51.02328876179691,$\gamma=0.01$
2486.0,50.07140763806106,$\gamma=0.01$
2506.0,51.859325672921095,$\gamma=0.01$
2526.0,53.64724370778114,$\gamma=0.01$
2546.0,54.44849275156033,$\gamma=0.01$
2566.0,52.94751375741685,$\gamma=0.01$
2586.0,51.44653476327336,$\gamma=0.01$
2606.0,51.51748448161547,$\gamma=0.01$
2626.0,52.87455787783119,$\gamma=0.01$
2646.0,54.23163127404691,$\gamma=0.01$
2666.0,54.61223982033876,$\gamma=0.01$
2686.0,54.748732099585396,$\gamma=0.01$
2706.0,54.846478914496856,$\gamma=0.01$
2726.0,54.20806135278098,$\gamma=0.01$
2746.0,53.569643791065104,$\gamma=0.01$
2766.0,53.1514017679317,$\gamma=0.01$
2786.0,53.2469027556474,$\gamma=0.01$
2806.0,53.342403743363086,$\gamma=0.01$
2826.0,54.200124665207426,$\gamma=0.01$
2846.0,55.6814801687244,$\gamma=0.01$
2866.0,57.162835672241364,$\gamma=0.01$
2886.0,56.729636300309195,$\gamma=0.01$
2906.0,55.81779810253057,$\gamma=0.01$
2926.0,54.969365538002755,$\gamma=0.01$
2946.0,55.32564091226633,$\gamma=0.01$
2966.0,55.68191628652991,$\gamma=0.01$
2986.0,56.18118147877961,$\gamma=0.01$
3006.0,57.0140896364827,$\gamma=0.01$
3026.0,57.846997794185796,$\gamma=0.01$
3046.0,58.135223299149374,$\gamma=0.01$
3066.0,57.97779929656779,$\gamma=0.01$
3086.0,57.82037529398622,$\gamma=0.01$
3106.0,56.679218482314376,$\gamma=0.01$
3126.0,55.29212841339959,$\gamma=0.01$
3146.0,53.9050383444848,$\gamma=0.01$
3166.0,54.74153677477437,$\gamma=0.01$
3186.0,56.13393245411782,$\gamma=0.01$
3206.0,57.428210750507816,$\gamma=0.01$
3226.0,56.85825736719998,$\gamma=0.01$
3246.0,56.28830398389216,$\gamma=0.01$
3266.0,56.02578525041727,$\gamma=0.01$
3286.0,56.48061415538289,$\gamma=0.01$
3306.0,56.935443060348504,$\gamma=0.01$
3326.0,57.20915079258825,$\gamma=0.01$
3346.0,57.33466845300301,$\gamma=0.01$
3366.0,57.46018611341779,$\gamma=0.01$
3386.0,57.824906841056475,$\gamma=0.01$
3406.0,58.385339197430696,$\gamma=0.01$
3426.0,58.94577155380492,$\gamma=0.01$
3446.0,59.17757950916845,$\gamma=0.01$
3466.0,59.14051291576282,$\gamma=0.01$
3486.0,59.103446322357186,$\gamma=0.01$
3506.0,58.14259304706575,$\gamma=0.01$
3526.0,56.95079304968221,$\gamma=0.01$
3546.0,55.888289959168446,$\gamma=0.01$
3566.0,57.282429948789805,$\gamma=0.01$
3586.0,58.67656993841115,$\gamma=0.01$
3606.0,59.4105757820508,$\gamma=0.01$
3626.0,58.604268356085875,$\gamma=0.01$
3646.0,57.79796093012094,$\gamma=0.01$
3666.0,57.696790888151675,$\gamma=0.01$
3686.0,58.172551516452245,$\gamma=0.01$
3706.0,58.6483121447528,$\gamma=0.01$
3726.0,58.8770784487425,$\gamma=0.01$
3746.0,59.0440961578526,$\gamma=0.01$
3766.0,59.24850749179941,$\gamma=0.01$
3786.0,60.16339823256437,$\gamma=0.01$
3806.0,61.07828897332933,$\gamma=0.01$
3826.0,61.36758290749809,$\gamma=0.01$
3846.0,60.19715071101898,$\gamma=0.01$
3866.0,59.026718514539866,$\gamma=0.01$
3886.0,58.83700290416901,$\gamma=0.01$
3906.0,59.44969188928568,$\gamma=0.01$
3926.0,60.062380874402365,$\gamma=0.01$
3946.0,60.48598663384603,$\gamma=0.01$
3966.0,60.86232157630559,$\gamma=0.01$
3986.0,61.16857890347352,$\gamma=0.01$
4006.0,60.1433605376306,$\gamma=0.01$
4026.0,59.11814217178768,$\gamma=0.01$
4046.0,58.41252501851577,$\gamma=0.01$
4066.0,58.45264415490776,$\gamma=0.01$
4086.0,58.492763291299745,$\gamma=0.01$
4106.0,59.02844530619916,$\gamma=0.01$
4126.0,59.82617946424378,$\gamma=0.01$
4146.0,60.289293843029476,$\gamma=0.01$
4166.0,60.75240822181518,$\gamma=0.01$
4186.0,60.76749653485124,$\gamma=0.01$
4206.0,60.416018013851925,$\gamma=0.01$
4226.0,60.06453949285261,$\gamma=0.01$
4246.0,60.2667050293128,$\gamma=0.01$
4266.0,60.60728161107517,$\gamma=0.01$
4286.0,60.86563582592252,$\gamma=0.01$
4306.0,59.56176389318312,$\gamma=0.01$
4326.0,58.25789196044372,$\gamma=0.01$
4346.0,57.92185047002953,$\gamma=0.01$
4366.0,59.844080396288824,$\gamma=0.01$
4386.0,61.7663103225481,$\gamma=0.01$
4406.0,62.2087111130069,$\gamma=0.01$
4426.0,61.44034243558656,$\gamma=0.01$
4446.0,60.67197375816622,$\gamma=0.01$
4466.0,60.98019333614607,$\gamma=0.01$
4486.0,61.557560038135016,$\gamma=0.01$
4506.0,62.08669659543661,$\gamma=0.01$
4526.0,61.69945971374009,$\gamma=0.01$
4546.0,61.312222832043574,$\gamma=0.01$
4566.0,60.8301390902922,$\gamma=0.01$
4586.0,60.126745970724095,$\gamma=0.01$
4606.0,59.42335285115598,$\gamma=0.01$
4626.0,60.19379280119792,$\gamma=0.01$
4646.0,62.17009634607249,$\gamma=0.01$
4666.0,64.14639989094705,$\gamma=0.01$
4686.0,64.1955493127799,$\gamma=0.01$
4706.0,62.66793604246984,$\gamma=0.01$
4726.0,61.14032277215977,$\gamma=0.01$
4746.0,60.265708748756786,$\gamma=0.01$
4766.0,60.91475989428224,$\gamma=0.01$
4786.0,61.5638110398077,$\gamma=0.01$
4806.0,62.22168254670929,$\gamma=0.01$
4826.0,63.047141045933806,$\gamma=0.01$
4846.0,63.872599545158316,$\gamma=0.01$
4866.0,64.5896728590021,$\gamma=0.01$
4886.0,63.247426100148644,$\gamma=0.01$
4906.0,61.90517934129518,$\gamma=0.01$
4926.0,61.12377187769018,$\gamma=0.01$
4946.0,61.65098965918915,$\gamma=0.01$
4966.0,62.178207440688126,$\gamma=0.01$
4986.0,62.52146591146441,$\gamma=0.01$
5006.0,62.714212197173715,$\gamma=0.01$
5026.0,62.90695848288301,$\gamma=0.01$
5046.0,62.8216617227226,$\gamma=0.01$
5066.0,62.66685418555789,$\gamma=0.01$
5086.0,62.51614577461435,$\gamma=0.01$
5106.0,62.443320820511516,$\gamma=0.01$
5126.0,62.37049586640868,$\gamma=0.01$
5146.0,62.37694980498617,$\gamma=0.01$
5166.0,62.56838785798704,$\gamma=0.01$
5186.0,62.75982591098791,$\gamma=0.01$
5206.0,62.591499992562404,$\gamma=0.01$
5226.0,62.12882169134618,$\gamma=0.01$
5246.0,61.66614339012996,$\gamma=0.01$
5266.0,61.295215805430345,$\gamma=0.01$
5286.0,60.94722590498686,$\gamma=0.01$
5306.0,60.66682797946689,$\gamma=0.01$
5326.0,61.670678544405376,$\gamma=0.01$
5346.0,62.674529109343865,$\gamma=0.01$
5366.0,63.229132615760484,$\gamma=0.01$
5386.0,62.73549280711133,$\gamma=0.01$
5406.0,62.241852998462164,$\gamma=0.01$
5426.0,62.00844246247807,$\gamma=0.01$
5446.0,61.9879468167126,$\gamma=0.01$
5466.0,61.96745117094713,$\gamma=0.01$
5486.0,62.52711309768021,$\gamma=0.01$
5506.0,63.23181444995676,$\gamma=0.01$
5526.0,63.89552454002162,$\gamma=0.01$
5546.0,63.78040006167941,$\gamma=0.01$
5566.0,63.6652755833372,$\gamma=0.01$
5586.0,63.63557869067199,$\gamma=0.01$
5606.0,63.80521286519895,$\gamma=0.01$
5626.0,63.97484703972592,$\gamma=0.01$
5646.0,63.82716939145482,$\gamma=0.01$
5666.0,63.4198729415623,$\gamma=0.01$
5686.0,63.012576491669805,$\gamma=0.01$
5706.0,62.26444182870989,$\gamma=0.01$
5726.0,61.431097593437336,$\gamma=0.01$
5746.0,60.6976586578743,$\gamma=0.01$
5766.0,61.86242184595019,$\gamma=0.01$
5786.0,63.02718503402609,$\gamma=0.01$
5806.0,63.99165781831718,$\gamma=0.01$
5826.0,64.48878624752217,$\gamma=0.01$
5846.0,64.98591467672716,$\gamma=0.01$
5866.0,64.89279035014526,$\gamma=0.01$
5886.0,64.31673188086477,$\gamma=0.01$
5906.0,63.74067341158425,$\gamma=0.01$
5926.0,63.85012885087838,$\gamma=0.01$
5946.0,64.13096280562225,$\gamma=0.01$
5966.0,64.33369532353514,$\gamma=0.01$
5986.0,63.0524994244086,$\gamma=0.01$
6006.0,61.771303525282065,$\gamma=0.01$
6026.0,61.192236037071915,$\gamma=0.01$
6046.0,62.25146845333411,$\gamma=0.01$
6066.0,63.310700869596324,$\gamma=0.01$
6086.0,63.93341966719453,$\gamma=0.01$
6106.0,64.19899090700666,$\gamma=0.01$
6126.0,64.46456214681879,$\gamma=0.01$
6146.0,64.0418285817364,$\gamma=0.01$
6166.0,63.44701877696832,$\gamma=0.01$
6186.0,62.919168635100284,$\gamma=0.01$
6206.0,63.663553046199326,$\gamma=0.01$
6226.0,64.40793745729837,$\gamma=0.01$
6246.0,63.5489520520771,$\gamma=0.01$
6266.0,60.91739811662599,$\gamma=0.01$
6286.0,62.87931110170777,$\gamma=0.01$
6306.0,64.84122408678957,$\gamma=0.01$
6326.0,65.28824294098918,$\gamma=0.01$
